texto,calificacion,tipo_lugar,fuente,fecha,lugar,polaridad
Un lugar muy frío pero con paisajes muy bellos,5.0,parque,google_maps,Hace 5 meses,Parque Nacional Juan Castro Blanco,positiva
"Parque Nacional mágico! Ideal para realizar caminatas, aguas cristalinas, senderos para todo tipo de personas. Vale la pena recorrer estos escondites de Costa Rica. Recomendación: llevar hidratantes, zapatos antideslizantes y capa contra la lluvia. Ingresamos por el sector del Volcán Platanar.",5.0,parque,google_maps,Hace 3 años,Parque Nacional Juan Castro Blanco,positiva
"Muy buen parque. El sendero principal está cuidado, pero los demás no mucho. Son 12 kilómetros en total. Se vuelve muy peligroso en l llegada a las minas de azufre. Es una buena aventura pero hay que ir preparados. El restaurante a la entrada está muy bien, y las instalaciones son muy nuevas. Hay poco parqueo, y yo recomiendo solo 4x4s",4.0,parque,google_maps,Hace 7 años,Parque Nacional Juan Castro Blanco,positiva
"Un lugar hermoso, se respira tranquilidad y la ventaja es que ni es tan concurrido como otros parques nacionales, recomiendo ir en verano ya que en época lluviosa los senderos se pueden embarrialar mucho",5.0,parque,google_maps,Hace 8 años,Parque Nacional Juan Castro Blanco,positiva
Este lugar es increible con los senderos muy bien demarcados. Súper recomendado!,5.0,parque,google_maps,Hace 4 años,Parque Nacional Juan Castro Blanco,positiva
"Lugar muy relajante, Hermosa naturaleza, Aire muy puro, Hermosos paisajes naturales",5.0,parque,google_maps,Hace 7 años,Parque Nacional Juan Castro Blanco,positiva
Bonito lugar para respirar aire fresco y dar una caminata por potreros y rios hasta llegar a la catarata q es espectacular.,3.0,parque,google_maps,Hace 9 años,Parque Nacional Juan Castro Blanco,neutral
3 Cataratas y la más grande es toro 2 de 500 metros de altura en Venecia de San Carlos en Marsella x el centro turístico Recreo verde una experiencia única,5.0,parque,google_maps,Hace 7 años,Parque Nacional Juan Castro Blanco,positiva
Hermoso lugar una caminata de nivel medio pozo verde es bello.. Y eso si ir muy abrigado con gorro guantes y abrigo,5.0,parque,google_maps,Hace 8 años,Parque Nacional Juan Castro Blanco,positiva
Es un lindo lugar pero no hay instalaciones de ningún tipo ni personal como en otros parques,3.0,parque,google_maps,Hace 8 años,Parque Nacional Juan Castro Blanco,neutral
"Exelente lugar,lastima se nos a calentado mucho.",5.0,parque,google_maps,Hace 2 años,Parque Nacional Juan Castro Blanco,positiva
"Muy lindo para los q les gusta la aventura, hay que caminar unas 3 horas y recomendable llevar capa, llueve mucho y es muy frío.",5.0,parque,google_maps,Hace 7 años,Parque Nacional Juan Castro Blanco,positiva
Nuestra Montaña sagrada . Cuna del Agua de San Carlos . El bosque primario es una belleza,5.0,parque,google_maps,Hace 3 años,Parque Nacional Juan Castro Blanco,positiva
"Un lugar para descansar y olvidarse de los celulares. La tv, del caos en el que vivimos. Este.es.el parque del agua, agua pira, fría, delisiosa.",5.0,parque,google_maps,Hace 2 años,Parque Nacional Juan Castro Blanco,positiva
Muy bueno solo fato la calefacción pero con buena cobija de tigre se la juega uno,5.0,parque,google_maps,Hace 4 años,Parque Nacional Juan Castro Blanco,positiva
Si quieres respirar aire puro y tener un encuentro con la neturaleza en su totalidad! Seran momentos imborrables!!,5.0,parque,google_maps,Hace 6 años,Parque Nacional Juan Castro Blanco,positiva
"Es increíble la tranquilidad y la paz mental que puedes recibir de este sitio, el parque es más que una aventura...es vida.",4.0,parque,google_maps,Hace 3 años,Parque Nacional Juan Castro Blanco,positiva
"El personal muy gentil y atento. La comida buena y a buen precio. La laguna Pozo Verde es simplemente preciosa. El acceso a las minas de azufre lamentablemente estaba cerrado. Es un buen lugar para ""senderear"" y disfrutar del aire puro, de las vistas de las montañas y de la vegetación.",4.0,parque,google_maps,Hace 6 años,Parque Nacional Juan Castro Blanco,positiva
Asombroso facil acceso recomendado pocos visitado,5.0,parque,google_maps,Hace 8 años,Parque Nacional Juan Castro Blanco,positiva
"Un lugar agradable, difícil acceso.",4.0,parque,google_maps,Hace 6 años,Parque Nacional Juan Castro Blanco,positiva
Poca gente y lindo lugar. No hay instalaciones,4.0,parque,google_maps,Hace 8 años,Parque Nacional Juan Castro Blanco,positiva
Hermoso lugar para disfrutar en famila,5.0,parque,google_maps,Hace 8 años,Parque Nacional Juan Castro Blanco,positiva
"Esta ubicacion llega a ""montaña sagrada"" que es parte del parque, hay otra entrada del sector quetzales un par de kilometros antes no apta para automoviles talvez un buen 4x4,la zona es increible y la mayor parte del camino esta muy bien.",4.0,parque,google_maps,Hace un año,Parque Nacional Juan Castro Blanco,positiva
"Un lugar sumamente interesante, paisajes hermosos, y muy tranquilo. Sin embargo, se debería trabajar en el acceso, pues este no es el mejor. También, se podría instalar algún puesto de comida, bebidas o supermercado, pues muchas veces las personas no viajan con lo necesario para una caminata.",4.0,parque,google_maps,Hace 5 años,Parque Nacional Juan Castro Blanco,positiva
"Visitar este parque es una belleza, al llegar al pueblo de San José de la montaña empieza la belleza de este parque natural. Existen senderos para visitar un poco más de este parque, el sendero más conocido es el que va hasta la laguna pozo verde de origen volcánico. No hay que pagar de momento y es un paseo inolvidable, hay cabinas dónde quedarse con el restaurant a la par dónde hay desayuno, almuerzo y cena. Un lugar muy frío y para ir por el sendero hay que llevar zapatos para caminar en partes hay barro y tal vez un poco de lluvia que es muy común en la zona. Se le llama también la montaña sagrada tras que de ahí salen todos los acueductos de la zona norte.",4.0,parque,google_maps,Hace 6 años,Parque Nacional Juan Castro Blanco,positiva
La vista es super maravillosa.,5.0,parque,google_maps,Hace 2 años,Parque Nacional Juan Castro Blanco,positiva
"Buenas un lugar sumamente especial, lo recomiendo.......",5.0,parque,google_maps,Hace 8 años,Parque Nacional Juan Castro Blanco,positiva
Excelente lugar para visitar,5.0,parque,google_maps,Hace 7 años,Parque Nacional Juan Castro Blanco,positiva
"Es un lugar increíble, mucha vegetación, río, cataratas, animales y grandes saurios de piedra, asemeja un parque Jurásico. Es precioso, nos llovió e hizo mucha niebla, lo que lo hizo más genial e interesante. Lo recomiendo.",5.0,parque,google_maps,Hace 7 años,Parque Nacional Juan Castro Blanco,positiva
"La caminata a la cima es retadora, los senderos si necesitan más seguridad asi como poner barreras cerca de los caminos que pasan cerca de los barrancos. Por lo demás, es un muy buen reto para hacer hiking intermedio.",4.0,parque,google_maps,Hace 6 años,Parque Nacional Juan Castro Blanco,positiva
La Odisea de llegar hasta El parque a través de una vía en total neblina.. Fuertes Lluvias nos marcaron el camino algo escabroso pero fue el reto de Llegar hasta la Meta.. El Parque Juan Castro! Finalmente luego de 4horas de ansioso camino.. Todo un panorama bellisimo.. No pudimos entrar.. Estaba Cerrado!!!!!!! 12 pm.. Jueves 08 08 2019,3.0,parque,google_maps,Hace 6 años,Parque Nacional Juan Castro Blanco,neutral
"De los lugares más bellos de Costa Rica, tiene uno de los ecosistemas más importantes y maravillosos. Muy importante llevar ropa adecuada para esas alturas y clima, si se va a caminar hasta la laguna de Pozo Verde, tener especial cuidado en zapatos adecuados, especialmente si se llevan niños.",5.0,parque,google_maps,Hace 7 años,Parque Nacional Juan Castro Blanco,positiva
"Nosotros entramos al patque por el lado de Agua Zarcas, para subir hay que ir en un 4x4 el camino no esta bueno, la vista es impresionante. No pudimos subir hasta el final del camino porque habían muchas piedras y dificultaba el paso.",4.0,parque,google_maps,Hace 8 años,Parque Nacional Juan Castro Blanco,positiva
"Bellísimo paraje, verdor por doquier. Brotes de agua en múltiples puntos, ríos de agua cristalina, pájaros campana se escuchan en cada paso. La mejor muestra de que la conservación garantiza ecosistemas sanos",5.0,parque,google_maps,Hace 3 años,Parque Nacional Juan Castro Blanco,positiva
Súper. La naturaleza de éste lugar es preciosa.,5.0,parque,google_maps,Hace 7 años,Parque Nacional Juan Castro Blanco,positiva
"El lugar es bonito pero podría no valer la pena si solo espera en llegar a la cima pues todo lo que hay es un mirador, en el cual hace MUCHO frío, si lo que le gusta es el montañismo, y el subir la montaña la verdad si lo recomiendo!",4.0,parque,google_maps,Hace 7 años,Parque Nacional Juan Castro Blanco,positiva
Fue una experiencia muy buena me encantó este lugar espectacular,5.0,parque,google_maps,Hace un año,Parque Nacional Juan Castro Blanco,positiva
"La experiencia de subir al Volcán Platanar, que se encuentra dentro del Parque Nac. Juan Castro Blanco. ! Increíble! Muy fuerte el ejercicio pero definitivamente vale la pena. Los Sancarleños deberían de tener esta experiencia por lo menos una vez en su vida. Y cada vez que desde el centro de Ciudad Quesada vean el Volcán Platanar poder decir : Yo subí y caminé todo ese borde hasta la cima : Grandioso!",5.0,parque,google_maps,Hace 7 años,Parque Nacional Juan Castro Blanco,positiva
"Un lugar único en su especie. Lleno de mitos y secretos. Esencial para muchas formas de vida, incluida la humana, la cual se nutre, se limpia y se recrea en las teansparentes aguas procedentes del parque. Refugio natural del jaguar y el puma; la pava, el tepezcunte, la tijerilla, el cabro, la guatuza, el mono colorado"", el carilla"" y el congo"" los jilgueros y quetzales, los coyotes y las dantas y un sin número de especies que me quedan por nombrar. El mundo debe conocerlo! Debe ser manejado con manos de ceda"" y causar el menor impacto por mayor beneficio"" pisible. Crecí en sus montañas, las cuales no me dejan de sorprender; sus volcanes Porvenir, Congo, Platanar y el más hermoso y accesible' Volcan Viejo"" (todavía no abierto al público) Río Aguas Zarcas, Laguna Verde, cataratas de Pueblo Nuevo, Río Barroso, más de la mitad de Río Toro"", Río Guayabo, Caño Grande, Los Negritos.....montes, cascadas, cañones, aguas termales, aguas rápidas. Todo eso es Juan Castro Blanco ""el parque nacional del agua"" By the way"" urge que pn J.C.B recupere la coneccion con pn Volcan Poas a través de contruccion y mejora de los corredores biológicos de Quebrada Gata, Río Desague, Rio Anonos, asi como Rio Segundo. Mil gracias""",4.0,parque,google_maps,Hace 7 años,Parque Nacional Juan Castro Blanco,positiva
Exelentisimo soy Golfiteño 100 % y visito a menudo el lugar tiene unos senderos hermosos muy limpios y una gran variedad de aves y mamíferos ademas una catarata hermosa y lo mejor de todo es el sendero hummingbird donde se puede avistar una gran variedad de colibríes y mucha infinidad de aves tanto locales como migratorias estás son algunas de mis aves favoritas las cuales se pueden observar en el refugio.,5.0,parque,google_maps,Hace 6 años,Parque Nacional Piedras Blancas,positiva
En realidad el nombre no corresponde al lugar indicado. Un gran error!!! Lo que el mapa indica corresponde al Refugio Nacional de Vida Golfito y no al Parque Nacional Piedras Blancas que es colindante o vecino de esta área protegida. Sin embargo el lugar tiene características para personas que deseen conocer la naturaleza del lugar sin realizar mucho esfuerzo ya que el sendero se puede hacer en una hora a lo mucho.,3.0,parque,google_maps,Hace 3 años,Parque Nacional Piedras Blancas,neutral
